CODE_CONTRAT,DATE_RECHARGE,TYPE_REFILL,NBR_RECHARGE,MONTANT_RECHARGE,MONTANT_BONUS_RECHARGE
BS_39206934,02/01/2017,0,1,1,10
BS_39476099,02/01/2017,0,1,1,10
BS_7934296,02/01/2017,0,1,1,7
BS_40143491,02/01/2017,0,1,1,10
BS_41760912,02/01/2017,0,2,2,20
BS_36716418,02/01/2017,0,1,5,50
BS_41724707,02/01/2017,0,2,2,20
BS_20353441,02/01/2017,0,1,1,4
BS_27999074,02/01/2017,0,1,1,4
BS_31175671,02/01/2017,0,1,1,4
BS_40524775,02/01/2017,0,1,1,10
BS_36012105,02/01/2017,0,1,1,10
BS_23225565,02/01/2017,0,1,1,4
BS_4059290,02/01/2017,1,1,1,3.508
BS_20993549,02/01/2017,0,1,1,14
BS_36178824,02/01/2017,0,1,5,50
BS_42311010,02/01/2017,0,1,1,10
BS_39822782,02/01/2017,0,1,1,10
BS_23186329,02/01/2017,0,2,2,20
BS_41806698,02/01/2017,0,1,5,0
BS_20346880,02/01/2017,0,1,5,75
BS_42090864,02/01/2017,1,1,1,8.77
BS_42136437,02/01/2017,0,1,1,10
BS_34391951,02/01/2017,0,2,2,20
BS_26661406,02/01/2017,1,1,1,8.77
BS_3689090,02/01/2017,0,1,1,7
BS_4051935,02/01/2017,0,1,1,4
BS_3724541,02/01/2017,0,1,1,4
BS_41072317,02/01/2017,0,1,1,10
BS_33283352,02/01/2017,0,2,2,20
BS_4072052,02/01/2017,0,1,1,0
BS_34552989,02/01/2017,0,2,2,20
BS_39819387,02/01/2017,0,1,1,0
BS_9274230,02/01/2017,0,1,1,7
BS_4033676,02/01/2017,0,1,5,66.2
BS_41700832,02/01/2017,0,1,1,10
BS_41736820,02/01/2017,0,1,1,10
BS_20397196,02/01/2017,0,1,1,7
BS_36530532,02/01/2017,0,1,1,10
BS_36004714,02/01/2017,0,1,1,0
BS_29644713,02/01/2017,0,1,1,4
BS_42288877,02/01/2017,0,1,1,10
BS_42058217,02/01/2017,0,1,1,10
BS_34125134,02/01/2017,0,1,1,10
BS_32494660,02/01/2017,0,1,1,4
BS_41734953,02/01/2017,0,1,1,10
BS_4009902,02/01/2017,0,1,1,4
BS_29149127,02/01/2017,0,1,1,4
BS_27200922,02/01/2017,0,1,1,4
BS_4235847,02/01/2017,0,1,1,0
BS_19504371,02/01/2017,0,1,1,3
BS_3541465,02/01/2017,0,1,1,4
BS_31853628,02/01/2017,0,1,1,10
BS_42080077,02/01/2017,0,1,1,10
BS_22780357,02/01/2017,0,1,5,75
BS_3883478,02/01/2017,0,1,1,7
BS_23242087,02/01/2017,0,2,2,14
BS_41074901,02/01/2017,0,1,1,10
BS_39824801,02/01/2017,0,1,1,4
BS_3957244,02/01/2017,0,1,5,45
BS_36331257,02/01/2017,0,1,1,10
BS_42044106,02/01/2017,0,1,1,10
BS_3663538,02/01/2017,0,1,1,7
BS_36724312,02/01/2017,0,1,1,0
BS_31503030,02/01/2017,0,1,1,10
BS_28688732,02/01/2017,0,2,6,110
BS_3548814,02/01/2017,0,1,1,7
BS_31321142,02/01/2017,0,1,1,10
BS_33538352,02/01/2017,0,1,1,0
BS_35669184,02/01/2017,0,2,10,100
BS_34936589,02/01/2017,0,2,2,0
BS_34418675,02/01/2017,0,2,2,20
BS_39872417,02/01/2017,0,2,2,20
BS_41829276,02/01/2017,0,2,2,20
BS_36720427,02/01/2017,0,1,1,10
BS_20986775,02/01/2017,0,1,1,4
BS_26275310,02/01/2017,0,1,1,7
BS_33106741,02/01/2017,1,1,5,0
BS_42131473,02/01/2017,0,1,1,10
BS_27557872,02/01/2017,0,1,1,4
BS_32538859,02/01/2017,0,1,1,10
BS_39851002,02/01/2017,0,1,1,0
BS_42031765,02/01/2017,0,1,1,0
BS_34655509,02/01/2017,0,1,1,10
BS_36167842,02/01/2017,0,1,1,10
BS_39873035,02/01/2017,0,1,1,0
BS_3421559,02/01/2017,0,1,5,66.2
BS_2476739,02/01/2017,0,1,1,4
BS_26270889,02/01/2017,0,1,5,75
BS_25589404,03/01/2017,1,1,5,65.775
BS_20360504,03/01/2017,0,1,1,0
BS_26271383,03/01/2017,0,1,5,75
BS_33920922,03/01/2017,0,1,1,10
BS_36722968,03/01/2017,0,1,1,10
BS_39808833,03/01/2017,1,1,2,0
BS_18043461,03/01/2017,0,1,1,4
BS_26296542,03/01/2017,0,1,1,4
BS_19920137,03/01/2017,0,2,2,6
BS_18170407,03/01/2017,0,1,1,0
BS_32452904,03/01/2017,0,1,5,50
BS_41783437,03/01/2017,0,1,1,0
BS_3935662,03/01/2017,0,1,1,7
BS_22775951,03/01/2017,0,1,1,7
BS_41753010,03/01/2017,0,2,2,0
BS_42155019,03/01/2017,0,1,1,10
BS_41816977,03/01/2017,0,1,1,10
BS_17995807,03/01/2017,0,1,5,50
BS_29657427,03/01/2017,0,1,1,4
BS_7882341,03/01/2017,0,1,1,4
BS_36201374,03/01/2017,1,1,1,8.77
BS_26017826,03/01/2017,1,1,2,17.54
BS_23233533,03/01/2017,0,2,2,14
BS_26015045,03/01/2017,0,1,1,4
BS_40146380,03/01/2017,0,1,1,10
BS_3779743,03/01/2017,0,1,1,4
BS_25561095,03/01/2017,0,1,1,0
BS_23291348,03/01/2017,0,1,1,7
BS_41046317,03/01/2017,0,1,1,10
BS_25589764,03/01/2017,0,1,1,7
BS_36720757,03/01/2017,1,1,1,8.77
BS_36305500,03/01/2017,0,1,1,10
BS_25585153,03/01/2017,0,1,5,75
BS_23290825,03/01/2017,0,1,1,7
BS_41746726,03/01/2017,0,1,5,50
BS_30568308,03/01/2017,0,1,1,4
BS_1797712,03/01/2017,0,1,1,4
BS_20347683,03/01/2017,0,1,1,7
BS_29135543,03/01/2017,0,1,5,50
BS_20993734,03/01/2017,0,1,5,50
BS_41751839,03/01/2017,0,1,1,0
BS_42047328,03/01/2017,0,1,1,10
BS_39164228,03/01/2017,0,1,1,10
BS_23294104,03/01/2017,0,1,1,7
BS_41764828,03/01/2017,0,1,1,10
BS_23233493,03/01/2017,0,2,6,54
BS_19537483,03/01/2017,0,2,2,6
BS_32251737,03/01/2017,0,6,6,60
BS_22781904,03/01/2017,0,1,1,7
BS_18044402,03/01/2017,0,1,1,7
BS_20987926,03/01/2017,0,1,5,50
BS_41724757,03/01/2017,0,1,5,50
BS_20349340,03/01/2017,0,1,1,7
BS_22759012,03/01/2017,0,1,1,4
BS_36247193,03/01/2017,0,1,1,10
BS_26027411,03/01/2017,0,1,1,7
BS_41690073,03/01/2017,0,1,1,10
BS_2476739,03/01/2017,0,1,5,45
BS_41070791,03/01/2017,0,5,25,250
BS_33042978,03/01/2017,0,1,5,50
BS_16903591,03/01/2017,0,1,1,7
BS_18037941,03/01/2017,0,1,1,7
BS_41050105,03/01/2017,1,1,1,0
BS_39854471,03/01/2017,0,1,5,0
BS_22785400,03/01/2017,0,3,3,21
BS_3656663,03/01/2017,0,1,1,7
BS_25591528,03/01/2017,0,1,1,7
BS_41734891,03/01/2017,1,1,1,8.77
BS_3909417,03/01/2017,1,1,1,3.508
BS_4148526,03/01/2017,0,1,1,7
BS_4064891,03/01/2017,0,2,2,0
BS_508203,03/01/2017,0,1,1,0
BS_29018626,03/01/2017,0,1,1,10
BS_31027137,03/01/2017,0,1,1,4
BS_17999294,03/01/2017,0,1,1,7
BS_3993686,03/01/2017,0,1,1,7
BS_39152486,03/01/2017,0,1,1,10
BS_39479415,03/01/2017,0,1,1,10
BS_42032938,03/01/2017,0,1,1,10
BS_39818971,03/01/2017,0,1,1,10
BS_3698317,03/01/2017,0,1,5,75
BS_23266834,03/01/2017,0,1,1,7
BS_41060432,03/01/2017,1,1,1,8.77
BS_3457454,03/01/2017,1,3,4,14.032
BS_39870004,03/01/2017,0,1,1,10
BS_9233878,03/01/2017,0,2,2,14
BS_23248589,03/01/2017,0,1,1,7
BS_3897348,03/01/2017,0,1,1,0
BS_42090265,03/01/2017,0,1,5,0
BS_32303096,03/01/2017,0,1,5,50
BS_40937863,03/01/2017,0,2,6,76.2
BS_42137972,03/01/2017,0,1,1,10
BS_3543408,03/01/2017,0,1,1,7
BS_42147865,03/01/2017,0,1,1,10
BS_32251292,03/01/2017,0,1,1,10
BS_33368151,03/01/2017,0,1,1,10
BS_26265751,03/01/2017,0,1,1,4
BS_15851122,03/01/2017,0,1,1,0
BS_25555122,03/01/2017,0,1,1,7
BS_33573789,03/01/2017,1,1,1,8.77
BS_25221153,03/01/2017,0,4,20,200
BS_26670902,03/01/2017,0,1,1,4
BS_29125453,03/01/2017,0,1,1,4
BS_42241478,03/01/2017,0,1,1,0
BS_26271859,03/01/2017,0,1,1,4
BS_35037555,03/01/2017,0,1,5,50
BS_22015362,03/01/2017,0,1,1,7
BS_34283044,03/01/2017,0,1,1,10
BS_27962888,03/01/2017,0,1,1,4
BS_20356588,03/01/2017,0,1,5,66.2
BS_25703472,03/01/2017,0,1,1,4
BS_25553987,03/01/2017,0,1,5,75
BS_3680096,03/01/2017,0,1,1,7
BS_7999226,03/01/2017,0,1,1,7
BS_36179016,03/01/2017,0,1,1,10
BS_26268187,03/01/2017,0,1,1,7
BS_32247369,03/01/2017,0,1,1,10
BS_3475809,03/01/2017,0,1,1,4
BS_39797288,03/01/2017,0,1,5,50
BS_19133160,03/01/2017,0,1,1,4
BS_35237595,03/01/2017,0,1,1,10
BS_23209721,03/01/2017,0,1,1,4
BS_41728154,03/01/2017,1,1,2,17.54
BS_42047734,03/01/2017,0,1,1,10
BS_39115278,03/01/2017,0,1,5,50
BS_29894149,03/01/2017,0,1,1,4
BS_26269119,03/01/2017,0,1,1,7
BS_25561640,03/01/2017,0,1,1,7
BS_25587596,03/01/2017,0,1,1,7
BS_25702198,03/01/2017,0,1,1,7
BS_33568739,03/01/2017,0,1,1,10
BS_26442952,03/01/2017,0,2,2,8
BS_3668853,03/01/2017,0,1,1,7
BS_41083230,03/01/2017,0,1,1,0
BS_4256511,03/01/2017,0,1,1,7
BS_23270368,03/01/2017,0,1,5,50
BS_12416835,03/01/2017,0,1,1,7
BS_13292107,03/01/2017,0,1,1,7
BS_42132558,03/01/2017,0,1,1,10
BS_25702459,03/01/2017,0,1,1,7
BS_23234879,03/01/2017,0,1,5,50
BS_41058824,03/01/2017,0,2,2,20
BS_42168804,03/01/2017,0,1,1,10
BS_31275334,03/01/2017,0,1,1,10
BS_20351962,03/01/2017,1,1,1,6.139
BS_26268706,03/01/2017,0,1,1,4
BS_20409086,03/01/2017,0,1,1,7
BS_27961230,03/01/2017,0,1,1,4
BS_42039969,03/01/2017,0,1,1,10
BS_42105152,03/01/2017,0,1,1,10
BS_42276074,03/01/2017,0,1,1,10
BS_32350473,03/01/2017,1,1,5,43.85
BS_3733221,03/01/2017,0,1,1,4
BS_28614759,03/01/2017,0,1,5,50
BS_9236277,03/01/2017,0,2,2,0
BS_26281737,03/01/2017,0,1,1,4
BS_41780696,03/01/2017,1,1,5,43.85
BS_25703126,03/01/2017,0,1,1,4
BS_26278024,03/01/2017,0,1,1,4
BS_20359087,03/01/2017,0,1,5,50
BS_22783347,03/01/2017,1,1,1,6.139
BS_16735071,03/01/2017,1,1,5,39.465
BS_3919539,03/01/2017,0,1,1,7
BS_42133994,03/01/2017,0,3,3,30
BS_32061197,03/01/2017,0,1,1,10
BS_39388766,03/01/2017,0,1,1,10
BS_3705443,03/01/2017,0,1,5,75
BS_3617331,03/01/2017,0,1,1,7
BS_41721338,03/01/2017,0,1,1,10
BS_41740890,03/01/2017,0,1,1,10
BS_34391950,03/01/2017,0,1,1,10
BS_3551194,03/01/2017,0,1,5,50
BS_26272037,03/01/2017,0,1,1,4
BS_5376623,03/01/2017,0,1,1,4
BS_33139454,03/01/2017,0,3,3,30
BS_4011187,03/01/2017,0,1,5,66.2
BS_3844442,03/01/2017,0,1,5,45
BS_3516770,03/01/2017,1,2,2,7.016
BS_41760912,03/01/2017,0,4,4,40
BS_41752794,03/01/2017,0,1,1,10
BS_33858030,03/01/2017,0,1,5,50
BS_39162689,03/01/2017,0,1,1,10
BS_15788679,03/01/2017,0,1,1,7
BS_36215251,03/01/2017,0,2,2,20
BS_8320733,03/01/2017,0,1,5,53.7
BS_42171327,03/01/2017,0,1,1,10
BS_39165157,03/01/2017,1,1,1,8.77
BS_41077396,03/01/2017,0,1,5,50
BS_19506116,03/01/2017,0,1,1,3
BS_36432028,03/01/2017,0,1,5,50
BS_39174299,03/01/2017,0,1,5,0
BS_3858274,03/01/2017,0,1,1,7
BS_22013796,03/01/2017,1,1,1,3.508
BS_20989384,03/01/2017,0,2,2,28
BS_25223445,03/01/2017,0,1,1,10
BS_7752881,03/01/2017,0,1,1,4
BS_3542301,03/01/2017,0,1,5,0
BS_14337141,03/01/2017,0,1,1,3
BS_31521408,03/01/2017,0,1,1,10
BS_4050435,03/01/2017,0,1,5,75
BS_41725228,03/01/2017,0,1,1,10
BS_17265413,03/01/2017,0,1,1,4
BS_41706222,03/01/2017,0,1,1,10
BS_42123531,03/01/2017,0,1,1,10
BS_40012699,03/01/2017,0,1,1,10
BS_34703988,03/01/2017,0,2,2,0
BS_42087350,03/01/2017,0,1,1,10
BS_16902667,03/01/2017,0,1,1,7
BS_29420504,03/01/2017,0,1,1,10
BS_3634996,03/01/2017,0,1,1,7
BS_20399253,03/01/2017,0,1,5,45
BS_23239749,03/01/2017,0,1,1,7
BS_25556968,03/01/2017,0,1,5,75
BS_42276180,03/01/2017,0,1,1,10
BS_3558734,03/01/2017,0,1,5,50
BS_19501816,03/01/2017,0,1,1,3
BS_33361418,03/01/2017,0,1,1,4
BS_23184614,03/01/2017,0,1,5,75
BS_3951442,03/01/2017,0,1,1,4
BS_39159295,03/01/2017,0,1,1,10
BS_41070495,03/01/2017,1,1,1,8.77
BS_26273130,03/01/2017,0,1,1,4
BS_3646841,03/01/2017,0,1,5,66.2
BS_39877253,03/01/2017,0,1,1,10
BS_42092816,03/01/2017,0,1,1,10
BS_550517,03/01/2017,0,1,1,0
BS_8345664,03/01/2017,1,1,1,6.139
BS_23921793,03/01/2017,1,1,2,0
BS_41061613,03/01/2017,0,1,5,0
BS_3714334,03/01/2017,0,4,20,180
BS_42339281,03/01/2017,0,1,5,50
BS_7486184,03/01/2017,0,1,1,4
BS_31319812,03/01/2017,0,1,1,10
BS_7923576,03/01/2017,0,1,1,4
BS_3849205,03/01/2017,0,1,1,4
BS_26026089,03/01/2017,0,1,1,7
BS_31890969,03/01/2017,0,1,1,10
BS_3897508,03/01/2017,0,1,1,4
BS_27966002,03/01/2017,0,1,5,50
BS_32199333,03/01/2017,0,1,1,10
BS_34630273,03/01/2017,0,1,1,10
BS_28645844,03/01/2017,0,1,5,0
BS_39868107,03/01/2017,0,1,1,10
BS_18000577,03/01/2017,0,1,1,7
BS_31273950,03/01/2017,0,1,1,10
BS_27184300,03/01/2017,1,1,5,43.85
BS_36211422,03/01/2017,0,2,2,20
BS_18036080,03/01/2017,0,1,1,4
BS_25217242,03/01/2017,1,1,1,8.77
BS_42050862,03/01/2017,0,1,1,10
BS_3970462,03/01/2017,0,1,1,7
BS_33939582,03/01/2017,0,1,5,50
BS_41780652,03/01/2017,0,1,1,10
BS_20399653,03/01/2017,0,1,1,4
BS_508017,03/01/2017,0,1,5,53.7
BS_25587800,03/01/2017,0,1,1,7
BS_25554820,03/01/2017,0,1,1,10
BS_39483803,03/01/2017,0,1,1,0
BS_25553770,03/01/2017,0,1,5,75
BS_42166776,03/01/2017,0,1,1,0
BS_23273095,03/01/2017,0,1,5,50
BS_8347330,03/01/2017,0,1,1,7
BS_22781556,03/01/2017,0,1,1,4
BS_3935271,03/01/2017,0,1,5,75
BS_41723867,03/01/2017,0,1,1,10
BS_22776772,03/01/2017,0,1,1,4
BS_39172642,03/01/2017,1,1,1,8.77
BS_3683194,03/01/2017,0,1,1,4
BS_23293031,03/01/2017,0,1,1,7
BS_31117386,03/01/2017,0,1,1,10
BS_27184300,03/01/2017,0,1,1,4
BS_34936589,03/01/2017,0,1,1,0
BS_41721391,03/01/2017,0,1,1,0
BS_25075720,03/01/2017,0,1,1,4
BS_23194227,03/01/2017,0,1,1,4
BS_27190474,03/01/2017,0,1,5,50
BS_3826251,03/01/2017,0,1,1,7
BS_42287481,03/01/2017,0,1,1,10
BS_42045769,03/01/2017,0,1,5,50
BS_31512933,03/01/2017,0,1,1,10
BS_3430711,03/01/2017,0,1,1,7
BS_23186006,03/01/2017,0,1,1,4
BS_23292390,03/01/2017,0,1,1,7
BS_22014013,03/01/2017,0,1,1,7
BS_16945337,03/01/2017,0,1,1,7
BS_3937344,03/01/2017,0,1,1,4
BS_39275423,03/01/2017,0,1,1,10
BS_42161269,03/01/2017,0,1,1,0
BS_17243417,03/01/2017,0,3,3,12
BS_16907177,03/01/2017,0,1,1,4
BS_34045790,03/01/2017,0,1,1,10
BS_42166139,03/01/2017,0,2,2,20
BS_25561153,03/01/2017,0,1,5,50
BS_41068609,03/01/2017,0,1,1,10
BS_42172334,03/01/2017,0,1,1,10
BS_20997691,03/01/2017,0,1,5,150
BS_42322413,03/01/2017,0,1,1,10
BS_41732135,03/01/2017,0,1,1,10
BS_39858707,03/01/2017,0,1,5,50
BS_4221978,03/01/2017,0,1,1,0
BS_3773515,04/01/2017,1,1,1,6.139
BS_41763313,04/01/2017,0,2,2,20
BS_3391131,04/01/2017,0,1,5,45
BS_3779743,04/01/2017,0,1,1,4
BS_35288941,04/01/2017,0,1,1,10
BS_23183184,04/01/2017,0,1,1,7
BS_9286534,04/01/2017,0,1,1,0
BS_29097819,04/01/2017,0,1,1,4
BS_20993659,04/01/2017,0,1,5,150
BS_1574646,04/01/2017,0,1,5,45
BS_42330812,04/01/2017,0,1,1,10
BS_41848092,04/01/2017,0,2,2,20
BS_3792326,04/01/2017,0,1,1,0
BS_25234771,04/01/2017,0,1,1,4
BS_23220421,04/01/2017,1,1,5,65.775
BS_12400090,04/01/2017,0,1,1,7
BS_31466030,04/01/2017,0,1,5,50
BS_31472830,04/01/2017,0,1,5,50
BS_42297572,04/01/2017,0,1,1,10
BS_23196067,04/01/2017,0,1,1,7
BS_20411944,04/01/2017,0,1,5,75
BS_27190199,04/01/2017,0,1,1,4
BS_34389747,04/01/2017,0,1,1,10
BS_33126670,04/01/2017,0,1,1,10
BS_20395258,04/01/2017,0,1,1,4
BS_22016832,04/01/2017,0,1,1,7
BS_42171485,04/01/2017,0,2,2,20
BS_34472813,04/01/2017,0,1,5,50
BS_31027137,04/01/2017,0,1,1,4
BS_42049332,04/01/2017,0,2,6,60
BS_42108722,04/01/2017,0,1,1,10
BS_41814056,04/01/2017,0,1,1,10
BS_4031578,04/01/2017,0,1,1,4
BS_23303500,04/01/2017,0,1,1,7
BS_3816060,04/01/2017,0,1,1,7
BS_40524890,04/01/2017,0,1,1,10
BS_31171492,04/01/2017,0,1,5,50
BS_22012794,04/01/2017,0,1,1,0
BS_8356955,04/01/2017,0,1,1,7
BS_3935662,04/01/2017,0,2,6,82
BS_17995807,04/01/2017,0,2,6,60
BS_42123613,04/01/2017,1,1,1,8.77
BS_16908591,04/01/2017,1,1,5,64.97
BS_34552059,04/01/2017,0,2,2,20
BS_4030227,04/01/2017,0,1,1,4
BS_28162679,04/01/2017,0,1,5,50
BS_28626134,04/01/2017,0,1,1,4
BS_42331507,04/01/2017,0,1,5,50
BS_26268238,04/01/2017,0,1,1,0
BS_36743554,04/01/2017,1,2,2,17.54
BS_23235358,04/01/2017,1,1,1,8.77
BS_13775469,04/01/2017,0,2,2,0
BS_42112427,04/01/2017,0,1,1,10
BS_42328688,04/01/2017,0,1,1,10
BS_42287815,04/01/2017,0,1,1,10
BS_1577580,04/01/2017,0,1,1,4
BS_36733896,04/01/2017,0,1,1,10
BS_40044086,04/01/2017,0,1,1,10
BS_23257778,04/01/2017,0,1,5,66.2
BS_41073971,04/01/2017,0,1,1,10
BS_20993464,04/01/2017,0,1,1,4
BS_35087037,04/01/2017,0,1,1,10
BS_3595019,04/01/2017,0,1,1,4
BS_4148160,04/01/2017,0,2,2,0
BS_35085282,04/01/2017,0,1,1,10
BS_29137388,04/01/2017,0,1,1,4
BS_23266834,04/01/2017,0,1,1,7
BS_19504734,04/01/2017,0,1,1,3
BS_16907833,04/01/2017,0,1,1,7
BS_41737258,04/01/2017,0,2,2,20
BS_25220394,04/01/2017,1,2,10,7.016
BS_19544989,04/01/2017,0,2,2,0
BS_4206072,04/01/2017,0,1,5,66.2
BS_26274774,04/01/2017,0,1,1,7
BS_31218385,04/01/2017,0,1,1,10
BS_8355702,04/01/2017,1,1,5,39.465
BS_42080688,04/01/2017,1,1,2,0
BS_39488501,04/01/2017,0,1,1,0
BS_7810971,04/01/2017,0,1,1,7
BS_35864791,04/01/2017,0,1,1,10
BS_14537105,04/01/2017,0,1,5,59.8
BS_20408635,04/01/2017,0,1,1,4
BS_20995314,04/01/2017,0,1,5,50
BS_3940764,04/01/2017,0,1,1,7
BS_3742904,04/01/2017,0,2,2,14
BS_39481106,04/01/2017,0,1,1,10
BS_21043579,04/01/2017,0,1,1,7
BS_42172334,04/01/2017,0,1,1,10
BS_8355646,04/01/2017,0,1,1,7
BS_27191786,04/01/2017,0,1,5,50
BS_36187993,04/01/2017,0,1,1,10
BS_14535339,04/01/2017,0,1,1,4
BS_1143526,04/01/2017,0,1,1,0
BS_41826199,04/01/2017,0,1,1,0
BS_42167842,04/01/2017,1,1,20,0
BS_39852934,04/01/2017,0,1,1,10
BS_25221041,04/01/2017,1,2,5,3.508
BS_34340405,04/01/2017,0,1,5,66.2
BS_3529165,04/01/2017,0,1,1,4
BS_4038993,04/01/2017,0,1,1,7
BS_26013315,04/01/2017,0,1,1,4
BS_40013051,04/01/2017,0,1,1,10
BS_15651276,04/01/2017,0,1,1,0
BS_42137085,04/01/2017,0,1,1,0
BS_42285727,04/01/2017,0,2,2,20
BS_41797185,04/01/2017,0,2,2,20
BS_39481429,04/01/2017,1,1,10,87.7
BS_14542726,04/01/2017,0,1,1,4
BS_42138111,04/01/2017,0,1,1,0
BS_39858463,04/01/2017,0,1,1,10
BS_30825912,04/01/2017,0,1,1,10
BS_34499818,04/01/2017,0,1,1,10
BS_4152040,04/01/2017,0,1,5,75
BS_34789373,04/01/2017,0,1,1,0
BS_2358437,04/01/2017,1,1,1,3.508
BS_26656601,04/01/2017,0,1,1,4
BS_31172417,04/01/2017,0,1,1,4
BS_42299972,04/01/2017,0,1,5,0
BS_25705089,04/01/2017,0,2,2,20
BS_42294123,04/01/2017,0,1,1,10
BS_4039295,04/01/2017,0,1,1,4
BS_41732028,04/01/2017,0,1,1,10
BS_3676646,04/01/2017,1,1,2,7.016
BS_41061665,04/01/2017,0,1,1,10
BS_18170407,04/01/2017,0,1,1,0
BS_23297287,04/01/2017,0,1,1,7
BS_3746503,04/01/2017,0,1,1,0
BS_39817495,04/01/2017,0,1,5,50
BS_34386916,04/01/2017,0,1,1,10
BS_18075410,04/01/2017,0,1,5,53.7
BS_10337869,04/01/2017,1,1,1,3.508
BS_41708405,04/01/2017,1,1,1,8.77
BS_23304497,04/01/2017,0,1,1,7
BS_23273595,04/01/2017,0,2,2,14
BS_1654262,04/01/2017,0,1,1,4
BS_22777116,04/01/2017,0,1,1,7
BS_23292378,04/01/2017,0,1,1,7
BS_42031467,04/01/2017,0,1,1,10
BS_36717034,04/01/2017,0,1,1,10
BS_23242102,04/01/2017,0,1,1,7
BS_22012793,04/01/2017,0,2,2,14
BS_3994733,04/01/2017,0,1,5,50
BS_39848918,04/01/2017,0,1,1,10
BS_39238935,04/01/2017,0,1,1,10
BS_27187783,04/01/2017,0,1,1,4
BS_39279349,04/01/2017,0,1,1,10
BS_4049539,04/01/2017,0,1,1,7
BS_15737028,04/01/2017,0,2,2,8
BS_31118296,04/01/2017,0,1,5,50
BS_41724818,04/01/2017,0,1,1,10
BS_36186184,04/01/2017,1,1,1,8.77
BS_39203186,04/01/2017,0,2,2,20
BS_25587800,04/01/2017,0,1,5,75
BS_3911848,04/01/2017,0,1,1,4
BS_16931655,04/01/2017,0,1,1,7
BS_34711660,04/01/2017,1,2,2,17.54
BS_31828324,04/01/2017,0,1,1,0
BS_41763534,04/01/2017,0,1,1,10
BS_7958113,04/01/2017,0,1,1,7
BS_41733744,04/01/2017,0,1,1,4
BS_29067536,04/01/2017,0,1,5,50
BS_16907886,04/01/2017,0,1,5,50
BS_4065086,04/01/2017,0,1,1,4
BS_41694782,04/01/2017,0,1,1,10
BS_42094568,04/01/2017,0,1,1,10
BS_25223445,04/01/2017,0,1,1,10
BS_30827340,04/01/2017,0,1,1,4
BS_27205994,04/01/2017,0,1,1,4
BS_4077362,04/01/2017,0,1,1,7
BS_20357399,04/01/2017,0,1,5,75
BS_16740665,04/01/2017,0,1,1,4
BS_25585166,04/01/2017,0,1,1,7
BS_42297904,04/01/2017,0,1,5,50
BS_42136968,04/01/2017,1,1,2,17.54
BS_3663275,04/01/2017,0,1,1,7
BS_3762337,04/01/2017,0,1,1,10
BS_18031623,04/01/2017,0,1,1,4
BS_34496718,04/01/2017,0,1,1,10
BS_41766293,04/01/2017,0,1,1,10
BS_3764585,04/01/2017,0,1,5,45
BS_34334722,04/01/2017,0,1,1,10
BS_40543249,04/01/2017,0,1,1,10
BS_3919236,04/01/2017,1,1,1,3.508
BS_32398155,04/01/2017,0,1,1,10
BS_3426492,04/01/2017,0,2,2,8
BS_25706916,04/01/2017,0,1,1,7
BS_25562238,04/01/2017,1,2,2,12.278
BS_3967176,04/01/2017,0,1,5,75
BS_34338907,04/01/2017,0,2,2,20
BS_16943387,04/01/2017,0,1,5,45
BS_30688768,04/01/2017,0,1,1,10
BS_41082211,04/01/2017,1,1,5,43.85
BS_34493130,04/01/2017,0,1,1,10
BS_22759206,04/01/2017,0,2,2,8
BS_14332789,04/01/2017,0,1,5,53.7
BS_3876144,04/01/2017,0,1,1,4
BS_13776071,04/01/2017,0,1,5,50
BS_29079389,04/01/2017,0,1,1,4
BS_23297853,04/01/2017,0,1,1,7
BS_39486698,04/01/2017,0,1,1,10
BS_31018668,04/01/2017,0,1,1,10
BS_3610153,04/01/2017,0,1,1,7
BS_3891695,04/01/2017,0,1,1,0
BS_20981245,04/01/2017,0,1,1,14
BS_13795822,04/01/2017,0,1,1,7
BS_3652384,04/01/2017,0,1,1,4
BS_3845034,04/01/2017,0,1,1,0
BS_20995604,04/01/2017,0,1,1,14
BS_4182263,04/01/2017,0,1,1,7
BS_25554556,04/01/2017,0,1,1,7
BS_3484733,04/01/2017,0,1,1,4
BS_34447148,04/01/2017,0,1,1,10
BS_41048068,04/01/2017,0,1,1,10
BS_23215127,04/01/2017,0,1,1,4
BS_35333989,04/01/2017,0,1,1,10
BS_29713663,04/01/2017,0,1,1,4
BS_25708642,04/01/2017,0,1,1,7
BS_27963614,04/01/2017,0,1,1,4
BS_31852279,04/01/2017,0,1,5,50
BS_2351502,04/01/2017,0,1,5,45
BS_33191457,04/01/2017,0,1,1,10
BS_20357209,04/01/2017,0,1,1,7
BS_23300965,04/01/2017,1,1,1,6.139
BS_41735512,04/01/2017,0,1,1,0
BS_8585735,04/01/2017,0,1,1,0
BS_28961741,04/01/2017,0,1,1,10
BS_42173248,04/01/2017,0,1,1,10
BS_4003657,04/01/2017,0,1,1,4
BS_29190194,04/01/2017,0,1,1,0
BS_39162690,04/01/2017,0,1,1,0
BS_25228318,04/01/2017,0,1,1,4
BS_25706994,04/01/2017,0,1,1,7
BS_14333754,04/01/2017,0,1,5,15
BS_32249554,04/01/2017,0,2,2,20
BS_32251305,04/01/2017,0,1,5,50
BS_3917355,04/01/2017,0,1,5,66.2
BS_32199333,04/01/2017,0,1,1,10
BS_23949060,04/01/2017,0,1,1,0
